,probe_id,gene_id,is_multiple,accession,gene_name,symbol
351,216823_at,6189,1,AL356115,ribosomal protein S3A,RPS3A
352,200099_s_at,8944,1,AL356115,"small nucleolar RNA, C/D box 73A",SNORD73A
353,201257_x_at,8944,1,NM_001006,"small nucleolar RNA, C/D box 73A",SNORD73A
354,212391_x_at,8944,1,AI925635,"small nucleolar RNA, C/D box 73A",SNORD73A
355,216823_at,8944,1,AL356115,"small nucleolar RNA, C/D box 73A",SNORD73A
356,200593_s_at,3192,0,BC003621,heterogeneous nuclear ribonucleoprotein U,HNRNPU
357,200594_x_at,3192,0,NM_004501,heterogeneous nuclear ribonucleoprotein U,HNRNPU
358,216855_s_at,3192,0,D13413,heterogeneous nuclear ribonucleoprotein U,HNRNPU
359,221639_x_at,3192,0,AF068846,heterogeneous nuclear ribonucleoprotein U,HNRNPU
360,200595_s_at,8661,0,NM_003750,eukaryotic translation initiation factor 3 subunit A,EIF3A
361,200596_s_at,8661,0,BE614908,eukaryotic translation initiation factor 3 subunit A,EIF3A
362,200597_at,8661,0,AI123320,eukaryotic translation initiation factor 3 subunit A,EIF3A
363,200598_s_at,7184,1,AI582238,heat shock protein 90 beta family member 1,HSP90B1
364,200599_s_at,7184,1,NM_003299,heat shock protein 90 beta family member 1,HSP90B1
365,216449_x_at,7184,0,AK025862,heat shock protein 90 beta family member 1,HSP90B1
366,216450_x_at,7184,0,AK025862,heat shock protein 90 beta family member 1,HSP90B1
367,200598_s_at,100500842,1,AI582238,microRNA 3652,MIR3652
368,200599_s_at,100500842,1,NM_003299,microRNA 3652,MIR3652
369,200600_at,4478,0,NM_002444,moesin,MSN
370,200601_at,81,0,U48734,actinin alpha 4,ACTN4
371,200602_at,351,0,NM_000484,amyloid beta precursor protein,APP
372,211277_x_at,351,0,BC004369,amyloid beta precursor protein,APP
373,214953_s_at,351,0,X06989,amyloid beta precursor protein,APP
374,200603_at,5573,0,AL050038,protein kinase cAMP-dependent type I regulatory subunit alpha,PRKAR1A
375,200604_s_at,5573,0,M18468,protein kinase cAMP-dependent type I regulatory subunit alpha,PRKAR1A
376,200605_s_at,5573,0,NM_002734,protein kinase cAMP-dependent type I regulatory subunit alpha,PRKAR1A
377,200606_at,1832,0,NM_004415,desmoplakin,DSP
378,200607_s_at,5885,0,BG289967,RAD21 cohesin complex component,RAD21
379,200608_s_at,5885,0,NM_006265,RAD21 cohesin complex component,RAD21
380,200609_s_at,9948,0,NM_017491,WD repeat domain 1,WDR1
381,200611_s_at,9948,0,AB010427,WD repeat domain 1,WDR1
382,210935_s_at,9948,0,AF274954,WD repeat domain 1,WDR1
383,210936_at,9948,0,AF274954,WD repeat domain 1,WDR1
384,200610_s_at,4691,0,NM_005381,nucleolin,NCL
385,200612_s_at,163,0,NM_001282,adaptor related protein complex 2 beta 1 subunit,AP2B1
386,200615_s_at,163,0,AL567295,adaptor related protein complex 2 beta 1 subunit,AP2B1
387,200613_at,1173,0,NM_004068,adaptor related protein complex 2 mu 1 subunit,AP2M1
388,200614_at,1213,0,NM_004859,clathrin heavy chain,CLTC
389,210498_at,1213,0,AF130062,clathrin heavy chain,CLTC
390,200616_s_at,9761,0,BC000371,malectin,MLEC
391,200617_at,9761,0,NM_014730,malectin,MLEC
392,200618_at,3927,0,NM_006148,LIM and SH3 protein 1,LASP1
393,200619_at,10992,0,NM_006842,splicing factor 3b subunit 2,SF3B2
394,200620_at,9528,0,NM_004872,transmembrane protein 59,TMEM59
395,200621_at,1465,0,NM_004078,cysteine and glycine rich protein 1,CSRP1
396,200622_x_at,808,1,AV685208,calmodulin 3,CALM3
397,200623_s_at,808,1,NM_005184,calmodulin 3,CALM3
398,200653_s_at,808,1,M27319,calmodulin 3,CALM3
399,200655_s_at,808,1,NM_006888,calmodulin 3,CALM3
400,207243_s_at,808,1,NM_001743,calmodulin 3,CALM3
401,209563_x_at,808,1,BC000454,calmodulin 3,CALM3
402,211984_at,808,1,AI653730,calmodulin 3,CALM3
403,211985_s_at,808,1,AI653730,calmodulin 3,CALM3
404,213688_at,808,1,N25325,calmodulin 3,CALM3
405,200622_x_at,801,1,AV685208,calmodulin 1,CALM1
406,200623_s_at,801,1,NM_005184,calmodulin 1,CALM1
407,200653_s_at,801,1,M27319,calmodulin 1,CALM1
408,200655_s_at,801,1,NM_006888,calmodulin 1,CALM1
409,207243_s_at,801,1,NM_001743,calmodulin 1,CALM1
410,209563_x_at,801,1,BC000454,calmodulin 1,CALM1
411,211984_at,801,1,AI653730,calmodulin 1,CALM1
412,211985_s_at,801,1,AI653730,calmodulin 1,CALM1
413,213688_at,801,1,N25325,calmodulin 1,CALM1
414,213710_s_at,801,0,AL523275,calmodulin 1,CALM1
415,200622_x_at,805,1,AV685208,calmodulin 2,CALM2
416,200623_s_at,805,1,NM_005184,calmodulin 2,CALM2
417,200653_s_at,805,1,M27319,calmodulin 2,CALM2
418,200655_s_at,805,1,NM_006888,calmodulin 2,CALM2
419,207243_s_at,805,1,NM_001743,calmodulin 2,CALM2
420,209563_x_at,805,1,BC000454,calmodulin 2,CALM2
421,211984_at,805,1,AI653730,calmodulin 2,CALM2
422,211985_s_at,805,1,AI653730,calmodulin 2,CALM2
423,213688_at,805,1,N25325,calmodulin 2,CALM2
424,200624_s_at,9782,1,AA577695,matrin 3,MATR3
425,200626_s_at,9782,1,NM_018834,matrin 3,MATR3
426,214363_s_at,9782,1,AA129420,matrin 3,MATR3
427,200624_s_at,724102,1,AA577695,small nucleolar RNA host gene 4,SNHG4
428,200626_s_at,724102,1,NM_018834,small nucleolar RNA host gene 4,SNHG4
429,214363_s_at,724102,1,AA129420,small nucleolar RNA host gene 4,SNHG4
430,200625_s_at,10487,0,NM_006367,adenylate cyclase associated protein 1,CAP1
431,213798_s_at,10487,0,AA806142,adenylate cyclase associated protein 1,CAP1
432,200627_at,10728,0,BC003005,prostaglandin E synthase 3,PTGES3
433,200628_s_at,7453,0,M61715,tryptophanyl-tRNA synthetase,WARS
434,200629_at,7453,0,NM_004184,tryptophanyl-tRNA synthetase,WARS
435,200630_x_at,6418,1,AV702810,SET nuclear proto-oncogene,SET
436,200631_s_at,6418,1,NM_003011,SET nuclear proto-oncogene,SET
437,210231_x_at,6418,0,D45198,SET nuclear proto-oncogene,SET
438,213047_x_at,6418,1,AI278616,SET nuclear proto-oncogene,SET
439,213048_s_at,6418,0,W26593,SET nuclear proto-oncogene,SET
440,215780_s_at,6418,1,Z95126,SET nuclear proto-oncogene,SET
441,40189_at,6418,1,M93651,SET nuclear proto-oncogene,SET
442,200630_x_at,646817,1,AV702810,SET-like protein,SETSIP
443,200631_s_at,646817,1,NM_003011,SET-like protein,SETSIP
444,213047_x_at,646817,1,AI278616,SET-like protein,SETSIP
445,215780_s_at,646817,1,Z95126,SET-like protein,SETSIP
446,40189_at,646817,1,M93651,SET-like protein,SETSIP
447,200632_s_at,10397,0,NM_006096,N-myc downstream regulated 1,NDRG1
448,200633_at,7314,0,NM_018955,ubiquitin B,UBB
449,200634_at,5216,0,NM_005022,profilin 1,PFN1
450,200635_s_at,5792,0,AU145351,"protein tyrosine phosphatase, receptor type F",PTPRF
451,200636_s_at,5792,0,NM_002840,"protein tyrosine phosphatase, receptor type F",PTPRF
452,200637_s_at,5792,0,AI762627,"protein tyrosine phosphatase, receptor type F",PTPRF
453,215066_at,5792,0,AU158443,"protein tyrosine phosphatase, receptor type F",PTPRF
454,200638_s_at,7534,0,BC003623,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta,YWHAZ
455,200639_s_at,7534,0,NM_003406,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta,YWHAZ
456,200640_at,7534,0,NM_003406,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta,YWHAZ
457,200641_s_at,7534,0,U28964,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta,YWHAZ
458,214848_at,7534,0,U79277,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta,YWHAZ
459,200642_at,6647,0,NM_000454,"superoxide dismutase 1, soluble",SOD1
460,200643_at,3069,0,NM_005336,high density lipoprotein binding protein,HDLBP
461,219674_s_at,3069,0,NM_018635,high density lipoprotein binding protein,HDLBP
462,221767_x_at,3069,0,AA515560,high density lipoprotein binding protein,HDLBP
463,200644_at,65108,0,NM_023009,MARCKS like 1,MARCKSL1
464,200645_at,11337,0,NM_007278,GABA type A receptor-associated protein,GABARAP
465,200646_s_at,4924,0,NM_006184,nucleobindin 1,NUCB1
466,200649_at,4924,0,BC002356,nucleobindin 1,NUCB1
467,200647_x_at,8663,1,NM_003752,eukaryotic translation initiation factor 3 subunit C,EIF3C
468,210949_s_at,8663,1,BC000533,eukaryotic translation initiation factor 3 subunit C,EIF3C
469,215230_x_at,8663,1,AA679705,eukaryotic translation initiation factor 3 subunit C,EIF3C
470,200647_x_at,728689,1,NM_003752,eukaryotic translation initiation factor 3 subunit C-like,EIF3CL
471,210949_s_at,728689,1,BC000533,eukaryotic translation initiation factor 3 subunit C-like,EIF3CL
472,215230_x_at,728689,1,AA679705,eukaryotic translation initiation factor 3 subunit C-like,EIF3CL
473,200648_s_at,2752,0,NM_002065,glutamate-ammonia ligase,GLUL
474,215001_s_at,2752,0,AL161952,glutamate-ammonia ligase,GLUL
475,217202_s_at,2752,0,U08626,glutamate-ammonia ligase,GLUL
476,200650_s_at,3939,0,NM_005566,lactate dehydrogenase A,LDHA
477,200651_at,10399,1,NM_006098,receptor for activated C kinase 1,RACK1
478,222034_at,10399,1,AA443762,receptor for activated C kinase 1,RACK1
479,200651_at,619570,1,NM_006098,"small nucleolar RNA, C/D box 95",SNORD95
480,222034_at,619570,1,AA443762,"small nucleolar RNA, C/D box 95",SNORD95
481,200651_at,619571,1,NM_006098,"small nucleolar RNA, C/D box 96A",SNORD96A
482,222034_at,619571,1,AA443762,"small nucleolar RNA, C/D box 96A",SNORD96A
483,200652_at,6746,0,NM_003145,signal sequence receptor subunit 2,SSR2
484,200654_at,5034,0,J02783,prolyl 4-hydroxylase subunit beta,P4HB
485,200656_s_at,5034,0,NM_000918,prolyl 4-hydroxylase subunit beta,P4HB
486,200657_at,292,0,NM_001152,solute carrier family 25 member 5,SLC25A5
487,200658_s_at,5245,0,AL560017,prohibitin,PHB
488,200659_s_at,5245,0,NM_002634,prohibitin,PHB
489,200660_at,6282,0,NM_005620,S100 calcium binding protein A11,S100A11
490,200661_at,5476,0,NM_000308,cathepsin A,CTSA
491,200662_s_at,9804,0,NM_014765,translocase of outer mitochondrial membrane 20,TOMM20
492,212773_s_at,9804,0,BG165094,translocase of outer mitochondrial membrane 20,TOMM20
493,200663_at,967,0,NM_001780,CD63 molecule,CD63
494,200664_s_at,3337,0,BG537255,DnaJ heat shock protein family (Hsp40) member B1,DNAJB1
495,200666_s_at,3337,0,NM_006145,DnaJ heat shock protein family (Hsp40) member B1,DNAJB1
496,200665_s_at,6678,0,NM_003118,secreted protein acidic and cysteine rich,SPARC
497,212667_at,6678,0,AL575922,secreted protein acidic and cysteine rich,SPARC
498,200667_at,7323,0,BF448062,ubiquitin conjugating enzyme E2 D3,UBE2D3
499,200668_s_at,7323,0,BC003395,ubiquitin conjugating enzyme E2 D3,UBE2D3
500,200669_s_at,7323,0,NM_003340,ubiquitin conjugating enzyme E2 D3,UBE2D3
501,200670_at,7494,0,NM_005080,X-box binding protein 1,XBP1
502,200671_s_at,6711,0,N92501,"spectrin beta, non-erythrocytic 1",SPTBN1
503,200672_x_at,6711,0,NM_003128,"spectrin beta, non-erythrocytic 1",SPTBN1
504,212071_s_at,6711,0,BE968833,"spectrin beta, non-erythrocytic 1",SPTBN1
505,213914_s_at,6711,0,R85779,"spectrin beta, non-erythrocytic 1",SPTBN1
506,214856_at,6711,0,BF434424,"spectrin beta, non-erythrocytic 1",SPTBN1
507,215918_s_at,6711,0,AA131826,"spectrin beta, non-erythrocytic 1",SPTBN1
508,200673_at,9741,0,NM_014713,lysosomal protein transmembrane 4 alpha,LAPTM4A
509,200674_s_at,6161,0,NM_000994,ribosomal protein L32,RPL32
510,200675_at,975,0,NM_004356,CD81 molecule,CD81
511,200676_s_at,7332,0,NM_003347,ubiquitin conjugating enzyme E2 L3,UBE2L3
512,200682_s_at,7332,0,BG531983,ubiquitin conjugating enzyme E2 L3,UBE2L3
513,200683_s_at,7332,0,BE964689,ubiquitin conjugating enzyme E2 L3,UBE2L3
514,200684_s_at,7332,0,AI819709,ubiquitin conjugating enzyme E2 L3,UBE2L3
515,200677_at,754,0,NM_004339,pituitary tumor-transforming 1 interacting protein,PTTG1IP
516,200678_x_at,2896,0,NM_002087,granulin,GRN
517,211284_s_at,2896,0,BC000324,granulin,GRN
518,216041_x_at,2896,0,AK023348,granulin,GRN
519,200679_x_at,3146,0,BE311760,high mobility group box 1,HMGB1
520,200680_x_at,3146,0,NM_002128,high mobility group box 1,HMGB1
521,214938_x_at,3146,0,AF283771,high mobility group box 1,HMGB1
522,200681_at,2739,0,NM_006708,glyoxalase I,GLO1
523,200685_at,9295,0,AU146237,serine and arginine rich splicing factor 11,SRSF11
524,200686_s_at,9295,0,NM_004768,serine and arginine rich splicing factor 11,SRSF11
525,213742_at,9295,0,AW241752,serine and arginine rich splicing factor 11,SRSF11
526,200687_s_at,23450,0,NM_012426,splicing factor 3b subunit 3,SF3B3
527,200688_at,23450,0,D13642,splicing factor 3b subunit 3,SF3B3
528,200689_x_at,1937,1,NM_001404,eukaryotic translation elongation factor 1 gamma,EEF1G
529,211345_x_at,1937,1,AF119850,eukaryotic translation elongation factor 1 gamma,EEF1G
530,211927_x_at,1937,1,BE963164,eukaryotic translation elongation factor 1 gamma,EEF1G
531,200689_x_at,100500804,1,NM_001404,microRNA 3654,MIR3654
532,211345_x_at,100500804,1,AF119850,microRNA 3654,MIR3654
533,211927_x_at,100500804,1,BE963164,microRNA 3654,MIR3654
534,200690_at,3313,0,AA927701,heat shock protein family A (Hsp70) member 9,HSPA9
535,200691_s_at,3313,0,BC000478,heat shock protein family A (Hsp70) member 9,HSPA9
536,200692_s_at,3313,0,NM_004134,heat shock protein family A (Hsp70) member 9,HSPA9
537,200693_at,10971,0,NM_006826,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein theta,YWHAQ
538,212426_s_at,10971,0,BF033313,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein theta,YWHAQ
539,213699_s_at,10971,0,AA854017,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein theta,YWHAQ
540,200694_s_at,57062,0,NM_020414,DEAD-box helicase 24,DDX24
541,200702_s_at,57062,0,BG421209,DEAD-box helicase 24,DDX24
542,200695_at,5518,0,NM_014225,protein phosphatase 2 scaffold subunit Aalpha,PPP2R1A
543,200696_s_at,2934,0,NM_000177,gelsolin,GSN
544,214040_s_at,2934,0,BE675337,gelsolin,GSN
545,200697_at,3098,0,NM_000188,hexokinase 1,HK1
546,200698_at,11014,0,AL542253,KDEL endoplasmic reticulum protein retention receptor 2,KDELR2
547,200699_at,11014,0,BE962456,KDEL endoplasmic reticulum protein retention receptor 2,KDELR2
548,200700_s_at,11014,0,NM_006854,KDEL endoplasmic reticulum protein retention receptor 2,KDELR2
549,200701_at,10577,0,NM_006432,NPC intracellular cholesterol transporter 2,NPC2
550,200703_at,8655,0,NM_003746,dynein light chain LC8-type 1,DYNLL1
551,200704_at,9516,0,AB034747,lipopolysaccharide induced TNF factor,LITAF
552,200706_s_at,9516,0,NM_004862,lipopolysaccharide induced TNF factor,LITAF
553,200705_s_at,1933,1,NM_001959,eukaryotic translation elongation factor 1 beta 2,EEF1B2
554,200705_s_at,619569,1,NM_001959,"small nucleolar RNA, H/ACA box 41",SNORA41
555,200707_at,5589,0,NM_002743,protein kinase C substrate 80K-H,PRKCSH
556,214080_x_at,5589,0,AI815793,protein kinase C substrate 80K-H,PRKCSH
557,200708_at,2806,0,NM_002080,glutamic-oxaloacetic transaminase 2,GOT2
558,200709_at,2280,0,NM_000801,FK506 binding protein 1A,FKBP1A
559,210186_s_at,2280,0,BC005147,FK506 binding protein 1A,FKBP1A
560,210187_at,2280,0,BC005147,FK506 binding protein 1A,FKBP1A
561,214119_s_at,2280,0,AI936769,FK506 binding protein 1A,FKBP1A
562,200710_at,37,0,NM_000018,"acyl-CoA dehydrogenase, very long chain",ACADVL
563,200711_s_at,6500,0,NM_003197,S-phase kinase associated protein 1,SKP1
564,200718_s_at,6500,0,AA927664,S-phase kinase associated protein 1,SKP1
565,200719_at,6500,0,BE964043,S-phase kinase associated protein 1,SKP1
566,207974_s_at,6500,0,NM_006930,S-phase kinase associated protein 1,SKP1
567,200712_s_at,22919,0,AI633566,microtubule associated protein RP/EB family member 1,MAPRE1
568,200713_s_at,22919,0,NM_012325,microtubule associated protein RP/EB family member 1,MAPRE1
569,200714_x_at,10956,0,NM_006812,"OS9, endoplasmic reticulum lectin",OS9
570,215399_s_at,10956,0,AI683900,"OS9, endoplasmic reticulum lectin",OS9
571,200715_x_at,23521,1,BC000514,ribosomal protein L13a,RPL13A
572,200716_x_at,23521,1,NM_012423,ribosomal protein L13a,RPL13A
573,210646_x_at,23521,1,BC001675,ribosomal protein L13a,RPL13A
574,211942_x_at,23521,1,BF979419,ribosomal protein L13a,RPL13A
575,212790_x_at,23521,1,BF942308,ribosomal protein L13a,RPL13A
576,200715_x_at,26816,1,BC000514,"small nucleolar RNA, C/D box 35A",SNORD35A
577,200716_x_at,26816,1,NM_012423,"small nucleolar RNA, C/D box 35A",SNORD35A
578,210646_x_at,26816,1,BC001675,"small nucleolar RNA, C/D box 35A",SNORD35A
579,211942_x_at,26816,1,BF979419,"small nucleolar RNA, C/D box 35A",SNORD35A
580,212790_x_at,26816,1,BF942308,"small nucleolar RNA, C/D box 35A",SNORD35A
581,200715_x_at,26817,1,BC000514,"small nucleolar RNA, C/D box 34",SNORD34
582,200716_x_at,26817,1,NM_012423,"small nucleolar RNA, C/D box 34",SNORD34
583,210646_x_at,26817,1,BC001675,"small nucleolar RNA, C/D box 34",SNORD34
584,211942_x_at,26817,1,BF979419,"small nucleolar RNA, C/D box 34",SNORD34
585,212790_x_at,26817,1,BF942308,"small nucleolar RNA, C/D box 34",SNORD34
586,200715_x_at,26818,1,BC000514,"small nucleolar RNA, C/D box 33",SNORD33
587,200716_x_at,26818,1,NM_012423,"small nucleolar RNA, C/D box 33",SNORD33
588,210646_x_at,26818,1,BC001675,"small nucleolar RNA, C/D box 33",SNORD33
589,211942_x_at,26818,1,BF979419,"small nucleolar RNA, C/D box 33",SNORD33
590,212790_x_at,26818,1,BF942308,"small nucleolar RNA, C/D box 33",SNORD33
591,200715_x_at,26819,1,BC000514,"small nucleolar RNA, C/D box 32A",SNORD32A
592,200716_x_at,26819,1,NM_012423,"small nucleolar RNA, C/D box 32A",SNORD32A
593,210646_x_at,26819,1,BC001675,"small nucleolar RNA, C/D box 32A",SNORD32A
594,211942_x_at,26819,1,BF979419,"small nucleolar RNA, C/D box 32A",SNORD32A
595,212790_x_at,26819,1,BF942308,"small nucleolar RNA, C/D box 32A",SNORD32A
596,200716_x_at,728658,1,NM_012423,ribosomal protein L13a pseudogene 5,RPL13AP5
597,210646_x_at,728658,1,BC001675,ribosomal protein L13a pseudogene 5,RPL13AP5
598,211942_x_at,728658,1,BF979419,ribosomal protein L13a pseudogene 5,RPL13AP5
599,212790_x_at,728658,1,BF942308,ribosomal protein L13a pseudogene 5,RPL13AP5
600,200717_x_at,6129,0,NM_000971,ribosomal protein L7,RPL7
601,212042_x_at,6129,0,BG389744,ribosomal protein L7,RPL7
602,200720_s_at,10121,0,AL532341,"ARP1 actin-related protein 1 homolog A, centractin alpha",ACTR1A
603,200721_s_at,10121,0,NM_005736,"ARP1 actin-related protein 1 homolog A, centractin alpha",ACTR1A
604,200722_s_at,4076,0,BG258784,cell cycle associated protein 1,CAPRIN1
605,200723_s_at,4076,0,NM_005898,cell cycle associated protein 1,CAPRIN1
606,200724_at,6134,1,BC003358,ribosomal protein L10,RPL10
607,200725_x_at,6134,1,NM_006013,ribosomal protein L10,RPL10
608,201757_at,6134,1,NM_004552,ribosomal protein L10,RPL10
609,217680_x_at,6134,1,BG151284,ribosomal protein L10,RPL10
610,221989_at,6134,1,AW057781,ribosomal protein L10,RPL10
611,200724_at,26778,1,BC003358,"small nucleolar RNA, H/ACA box 70",SNORA70
612,200725_x_at,26778,1,NM_006013,"small nucleolar RNA, H/ACA box 70",SNORA70
613,217680_x_at,26778,1,BG151284,"small nucleolar RNA, H/ACA box 70",SNORA70
614,221989_at,26778,1,AW057781,"small nucleolar RNA, H/ACA box 70",SNORA70
615,200726_at,5501,0,NM_002710,protein phosphatase 1 catalytic subunit gamma,PPP1CC
616,200727_s_at,10097,0,AA699583,ARP2 actin related protein 2 homolog,ACTR2
617,200728_at,10097,0,BE566290,ARP2 actin related protein 2 homolog,ACTR2
618,200729_s_at,10097,0,NM_005722,ARP2 actin related protein 2 homolog,ACTR2
619,200730_s_at,7803,0,BF576710,"protein tyrosine phosphatase type IVA, member 1",PTP4A1
620,200731_s_at,7803,0,AW165960,"protein tyrosine phosphatase type IVA, member 1",PTP4A1
621,200732_s_at,7803,0,AL578310,"protein tyrosine phosphatase type IVA, member 1",PTP4A1
622,200733_s_at,7803,0,U48296,"protein tyrosine phosphatase type IVA, member 1",PTP4A1
623,200735_x_at,4666,0,NM_005594,nascent polypeptide-associated complex alpha subunit,NACA
624,208635_x_at,4666,0,BF976260,nascent polypeptide-associated complex alpha subunit,NACA
625,222018_at,4666,0,AI992187,nascent polypeptide-associated complex alpha subunit,NACA
626,200736_s_at,2876,0,NM_000581,glutathione peroxidase 1,GPX1
627,200737_at,5230,0,NM_000291,phosphoglycerate kinase 1,PGK1
628,200738_s_at,5230,0,NM_000291,phosphoglycerate kinase 1,PGK1
629,217356_s_at,5230,0,S81916,phosphoglycerate kinase 1,PGK1
630,217383_at,5230,0,S81916,phosphoglycerate kinase 1,PGK1
631,200739_s_at,6612,0,BG338532,small ubiquitin-like modifier 3,SUMO3
632,200740_s_at,6612,0,NM_006936,small ubiquitin-like modifier 3,SUMO3
633,208738_x_at,6612,1,AK024823,small ubiquitin-like modifier 3,SUMO3
634,208739_x_at,6612,1,L76416,small ubiquitin-like modifier 3,SUMO3
635,213881_x_at,6612,1,AI971724,small ubiquitin-like modifier 3,SUMO3
636,200741_s_at,6232,0,NM_001030,ribosomal protein S27,RPS27
637,200742_s_at,1200,0,BG231932,tripeptidyl peptidase 1,TPP1
